,name,region,country,lat,lon,tz_id,maxtemp_c,maxtemp_f,mintemp_c,mintemp_f,avgtemp_c,avgtemp_f,maxwind_mph,maxwind_kph,totalprecip_mm,totalprecip_in,avgvis_km,avgvis_miles,avghumidity,condition,uv
2022-11-15,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.7,90.9,23.5,74.3,27.2,80.9,6.7,10.8,5.5,0.22,9.8,6.0,78.0,Moderate or heavy rain shower,7.0
2022-11-16,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.6,90.7,23.2,73.8,27.1,80.8,7.2,11.5,3.2,0.13,10.0,6.0,80.0,Moderate or heavy rain shower,7.0
2022-11-17,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.6,90.6,23.7,74.7,27.2,81.0,6.9,11.2,2.9,0.11,9.9,6.0,79.0,Heavy rain at times,7.0
2022-11-18,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.8,89.2,24.0,75.2,27.0,80.6,6.3,10.1,2.3,0.09,8.9,5.0,82.0,Heavy rain at times,7.0
2022-11-19,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,28.2,82.8,23.3,73.9,25.6,78.0,5.1,8.3,9.2,0.36,9.5,5.0,88.0,Heavy rain at times,6.0
2022-11-20,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,24.2,75.6,22.1,71.8,23.0,73.5,11.0,17.6,17.0,0.67,8.6,5.0,96.0,Moderate or heavy rain shower,5.0
2022-11-21,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,28.8,83.8,21.5,70.8,24.8,76.6,6.9,11.2,0.4,0.02,7.3,4.0,88.0,Overcast,6.0
2022-11-22,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,28.0,82.4,23.3,73.9,25.2,77.3,5.1,8.3,8.1,0.32,9.0,5.0,89.0,Moderate or heavy rain shower,6.0
2022-11-23,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,28.5,83.3,23.4,74.1,25.5,77.9,13.2,21.2,6.8,0.27,8.5,5.0,90.0,Moderate or heavy rain shower,6.0
2022-11-24,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,29.7,85.5,23.2,73.8,25.9,78.7,10.1,16.2,4.7,0.19,7.3,4.0,82.0,Heavy rain at times,6.0
2022-11-25,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.3,88.3,23.7,74.7,26.6,79.9,6.9,11.2,4.7,0.19,9.9,6.0,81.0,Moderate or heavy rain shower,7.0
2022-11-26,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.3,86.5,23.6,74.5,26.3,79.3,7.2,11.5,11.7,0.46,7.8,4.0,83.0,Moderate or heavy rain shower,7.0
2022-11-27,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.7,87.3,23.5,74.3,26.1,79.0,6.9,11.2,8.0,0.31,10.0,6.0,84.0,Moderate or heavy rain shower,7.0
2022-11-28,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.7,89.0,23.8,74.8,26.8,80.2,8.1,13.0,1.0,0.04,7.9,4.0,83.0,Patchy rain possible,7.0
2022-11-29,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.3,90.2,23.5,74.3,27.1,80.8,6.9,11.2,1.0,0.04,10.0,6.0,79.0,Patchy rain possible,7.0
2022-11-30,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.4,90.3,23.6,74.5,27.1,80.7,5.4,8.6,3.1,0.12,9.9,6.0,78.0,Moderate or heavy rain shower,7.0
2022-12-01,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,33.1,91.5,23.4,74.1,27.5,81.6,5.6,9.0,0.0,0.0,9.9,6.0,76.0,Cloudy,7.0
2022-12-02,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.9,89.4,23.9,75.0,27.1,80.7,5.5,8.8,3.0,0.12,10.0,6.0,75.0,Cloudy,7.0
2022-12-03,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,29.2,84.6,23.6,74.5,25.7,78.2,5.8,9.4,16.2,0.64,9.9,6.0,81.0,Moderate or heavy rain shower,6.0
2022-12-04,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,29.4,84.8,22.9,73.2,25.3,77.5,7.4,11.9,1.0,0.04,8.8,5.0,84.0,Patchy rain possible,6.0
2022-12-05,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.6,88.9,23.1,73.6,26.8,80.2,4.5,7.2,1.2,0.05,9.8,6.0,78.0,Patchy rain possible,7.0
2022-12-06,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.3,90.1,23.8,74.8,27.0,80.6,5.7,9.2,2.8,0.11,8.7,5.0,81.0,Moderate rain at times,7.0
2022-12-07,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.1,88.0,23.2,73.8,26.7,80.1,5.4,8.6,4.7,0.19,8.8,5.0,81.0,Moderate or heavy rain shower,7.0
2022-12-08,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.7,90.8,23.6,74.5,27.1,80.8,6.9,11.2,0.1,0.0,10.0,6.0,78.0,Patchy rain possible,7.0
2022-12-09,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.6,88.9,23.1,73.6,26.6,79.8,4.9,7.9,6.5,0.26,10.0,6.0,79.0,Moderate or heavy rain shower,7.0
2022-12-10,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.9,87.6,23.3,73.9,26.0,78.8,6.5,10.4,0.5,0.02,9.9,6.0,83.0,Patchy rain possible,7.0
2022-12-11,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.2,88.2,22.6,72.7,26.0,78.8,9.2,14.9,0.8,0.03,10.0,6.0,79.0,Patchy rain possible,7.0
2022-12-12,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.2,88.2,22.7,72.9,25.8,78.5,7.2,11.5,0.0,0.0,10.0,6.0,79.0,Partly cloudy,8.0
2022-12-13,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.5,86.8,20.7,69.3,25.3,77.5,4.9,7.9,0.0,0.0,10.0,6.0,72.0,Sunny,8.0
2022-12-14,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.9,87.5,21.3,70.3,25.8,78.4,5.4,8.6,0.1,0.0,10.0,6.0,71.0,Patchy rain possible,7.0
2022-12-15,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.9,87.6,22.5,72.5,26.5,79.8,4.9,7.9,0.0,0.0,10.0,6.0,70.0,Partly cloudy,8.0
2022-12-16,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.4,88.5,23.6,74.5,26.6,79.8,6.9,11.2,0.0,0.0,9.8,6.0,78.0,Overcast,7.0
2022-12-17,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.4,90.3,23.3,73.9,26.6,80.0,8.3,13.3,0.5,0.02,9.9,6.0,76.0,Patchy rain possible,7.0
2022-12-18,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,28.9,84.0,22.4,72.4,24.9,76.9,14.8,23.8,0.0,0.0,10.0,6.0,68.0,Overcast,6.0
2022-12-19,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.0,87.8,20.6,69.1,25.0,77.0,7.8,12.6,0.0,0.0,10.0,6.0,66.0,Overcast,7.0
2022-12-20,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.1,88.0,21.3,70.3,25.9,78.6,5.6,9.0,0.0,0.0,10.0,6.0,68.0,Partly cloudy,8.0
2022-12-21,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.7,89.1,23.3,73.9,26.8,80.2,5.4,8.6,0.0,0.0,10.0,6.0,73.0,Overcast,7.0
2022-12-22,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.1,89.8,23.1,73.6,26.3,79.3,8.6,13.8,0.2,0.01,10.0,6.0,77.0,Patchy rain possible,7.0
2022-12-23,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.1,87.9,21.7,71.1,25.6,78.2,8.3,13.3,0.0,0.0,10.0,6.0,70.0,Partly cloudy,8.0
2022-12-24,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.3,86.5,19.6,67.3,24.4,75.9,7.2,11.5,0.0,0.0,10.0,6.0,67.0,Sunny,8.0
2022-12-25,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.8,87.4,20.2,68.4,24.8,76.6,5.8,9.4,0.0,0.0,10.0,6.0,62.0,Partly cloudy,8.0
2022-12-26,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,29.6,85.3,20.0,68.0,24.4,75.9,4.1,6.6,0.0,0.0,10.0,6.0,69.0,Overcast,6.0
2022-12-27,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.1,86.2,20.2,68.4,24.5,76.1,5.8,9.4,0.0,0.0,10.0,6.0,70.0,Cloudy,7.0
2022-12-28,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.2,86.4,20.8,69.4,24.9,76.8,5.1,8.3,0.0,0.0,10.0,6.0,72.0,Partly cloudy,8.0
2022-12-29,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.3,90.1,20.9,69.6,25.8,78.4,8.7,14.0,0.0,0.0,10.0,6.0,68.0,Sunny,8.0
2022-12-30,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.3,86.6,21.4,70.5,25.6,78.0,7.4,11.9,0.3,0.01,10.0,6.0,70.0,Patchy rain possible,7.0
2022-12-31,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.1,86.1,20.8,69.4,24.9,76.9,9.4,15.1,0.0,0.0,10.0,6.0,59.0,Cloudy,7.0
2023-01-01,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.3,86.5,23.1,73.6,26.2,79.1,6.5,10.4,0.4,0.02,10.0,6.0,60.0,Patchy rain possible,7.0
2023-01-02,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.1,89.8,23.6,74.5,27.4,81.3,3.6,5.8,1.1,0.04,10.0,6.0,64.0,Patchy rain possible,7.0
2023-01-03,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.7,87.3,22.9,73.2,26.1,79.0,8.9,14.4,0.1,0.0,9.9,6.0,70.0,Patchy rain possible,7.0
2023-01-04,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.9,89.4,22.7,72.9,26.7,80.0,13.0,20.9,1.4,0.06,9.9,6.0,62.0,Patchy rain possible,7.0
2023-01-05,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,26.6,79.9,22.0,71.6,24.2,75.6,15.4,24.7,6.0,0.24,9.0,5.0,75.0,Heavy rain at times,6.0
2023-01-06,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,27.1,80.7,21.6,70.9,24.1,75.4,13.0,20.9,12.5,0.49,10.0,6.0,73.0,Moderate or heavy rain shower,6.0
2023-01-07,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,27.5,81.5,22.1,71.8,23.8,74.9,9.2,14.8,18.9,0.74,10.0,6.0,67.0,Moderate or heavy rain shower,6.0
2023-01-08,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,27.8,82.0,21.4,70.4,24.5,76.1,5.6,9.0,17.5,0.69,10.0,6.0,73.0,Moderate or heavy rain shower,6.0
2023-01-09,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,26.8,80.3,23.0,73.4,24.6,76.3,4.4,7.1,21.0,0.83,10.0,6.0,86.0,Moderate or heavy rain shower,6.0
2023-01-10,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,28.4,83.1,22.6,72.7,25.4,77.8,9.8,15.8,13.6,0.54,10.0,6.0,75.0,Moderate or heavy rain shower,6.0
2023-01-11,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.3,86.5,22.4,72.3,26.0,78.8,9.3,15.0,0.5,0.02,10.0,6.0,72.0,Patchy rain possible,7.0
2023-01-12,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.4,86.7,22.8,73.0,26.0,78.7,8.8,14.2,2.0,0.08,10.0,6.0,74.0,Heavy rain at times,7.0
2023-01-13,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.2,88.2,23.0,73.4,26.5,79.7,6.9,11.2,1.0,0.04,10.0,6.0,77.0,Patchy rain possible,7.0
2023-01-14,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.1,89.8,23.2,73.8,27.1,80.8,5.8,9.4,0.9,0.04,10.0,6.0,75.0,Patchy rain possible,7.0
2023-01-15,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.2,90.0,23.5,74.3,27.4,81.4,8.5,13.7,0.0,0.0,10.0,6.0,70.0,Partly cloudy,8.0
2023-01-16,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.7,89.0,23.8,74.8,27.0,80.6,9.3,15.0,0.1,0.0,10.0,6.0,71.0,Patchy rain possible,7.0
2023-01-17,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.0,89.5,22.2,72.0,26.7,80.0,10.1,16.2,0.1,0.0,10.0,6.0,63.0,Patchy rain possible,7.0
2023-01-18,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.2,88.2,23.2,73.7,26.6,79.9,5.8,9.4,0.0,0.0,10.0,6.0,62.0,Partly cloudy,8.0
2023-01-19,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.9,89.4,23.5,74.2,27.0,80.6,6.0,9.7,0.0,0.0,10.0,6.0,57.0,Cloudy,7.0
2023-01-20,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.2,88.2,23.8,74.8,26.8,80.2,6.0,9.7,0.1,0.0,9.9,6.0,65.0,Patchy rain possible,7.0
2023-01-21,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.7,87.3,23.2,73.8,26.6,79.9,7.4,11.9,0.3,0.01,10.0,6.0,66.0,Patchy rain possible,7.0
2023-01-22,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.1,89.7,24.3,75.7,27.7,81.9,8.6,13.8,0.4,0.02,10.0,6.0,66.0,Patchy rain possible,7.0
2023-01-23,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.4,90.3,24.3,75.7,27.9,82.2,8.3,13.3,0.4,0.02,10.0,6.0,63.0,Patchy rain possible,7.0
2023-01-24,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,33.7,92.7,23.8,74.8,28.1,82.5,6.7,10.8,0.7,0.03,10.0,6.0,63.0,Patchy rain possible,7.0
2023-01-25,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,30.3,86.5,22.4,72.3,25.7,78.2,9.6,15.5,0.0,0.0,10.0,6.0,61.0,Partly cloudy,8.0
2023-01-26,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.4,88.5,22.1,71.8,26.5,79.7,6.9,11.2,0.0,0.0,10.0,6.0,57.0,Overcast,7.0
2023-01-27,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.1,89.8,23.3,73.9,26.9,80.5,7.8,12.5,0.0,0.0,10.0,6.0,64.0,Cloudy,7.0
2023-01-28,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.7,90.9,22.5,72.5,26.5,79.8,8.7,14.0,0.0,0.0,10.0,6.0,58.0,Partly cloudy,8.0
2023-01-29,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,27.2,81.0,21.9,71.4,24.1,75.5,9.5,15.2,0.0,0.0,10.0,6.0,58.0,Overcast,6.0
2023-01-30,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.4,88.4,20.7,69.3,25.7,78.2,8.4,13.4,0.0,0.0,10.0,6.0,56.0,Partly cloudy,8.0
2023-01-31,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,32.9,91.1,22.4,72.3,26.9,80.5,9.9,16.0,0.0,0.0,10.0,6.0,58.0,Partly cloudy,8.0
2023-02-01,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.7,89.1,23.9,75.1,27.2,80.9,6.5,10.4,1.3,0.05,10.0,6.0,68.0,Heavy rain at times,7.0
2023-02-02,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,31.2,88.2,22.3,72.1,26.4,79.5,9.6,15.5,0.0,0.0,8.0,4.0,77.0,Overcast,7.0
2023-02-03,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,34.2,93.6,24.6,76.3,28.8,83.8,10.9,17.5,0.0,0.0,10.0,6.0,60.0,Cloudy,7.0
2023-02-04,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,34.6,94.3,24.2,75.6,29.0,84.2,11.1,17.9,0.0,0.0,10.0,6.0,55.0,Partly cloudy,8.0
2023-02-05,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,35.9,96.6,23.7,74.7,28.9,84.0,10.1,16.2,0.0,0.0,10.0,6.0,56.0,Sunny,9.0
2023-02-06,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,34.2,93.6,23.9,75.0,28.2,82.8,8.9,14.4,0.0,0.0,10.0,6.0,58.0,Partly cloudy,8.0
2023-02-07,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,33.6,92.4,24.1,75.4,28.3,82.9,10.4,16.8,0.0,0.0,10.0,6.0,63.0,Partly cloudy,8.0
2023-02-08,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,33.7,92.7,24.4,75.9,28.2,82.8,11.2,18.0,0.2,0.01,10.0,6.0,64.0,Patchy rain possible,7.0
2023-02-09,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,34.5,94.2,24.9,76.8,28.7,83.7,11.6,18.6,0.3,0.01,9.9,6.0,59.0,Patchy rain possible,7.0
2023-02-10,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,35.0,95.0,24.2,75.6,28.7,83.7,12.8,20.5,0.0,0.0,10.0,6.0,55.0,Partly cloudy,9.0
2023-02-11,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,35.4,95.6,23.2,73.8,28.3,82.9,11.4,18.4,0.0,0.0,10.0,6.0,63.0,Sunny,9.0
2023-02-12,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,34.7,94.4,24.2,75.6,28.7,83.7,10.6,17.0,0.0,0.0,10.0,6.0,62.0,Partly cloudy,8.0
2023-02-13,Ho Chi Minh City,,Vietnam,10.75,106.67,Asia/Ho_Chi_Minh,34.2,93.5,24.2,75.6,28.1,82.7,11.6,18.6,0.0,0.0,10.0,6.0,66.0,Cloudy,7.0
